"sku","title","description","price","main_image","gallery"
"H223211","Внутренняя половина шкива John Deere H223211","🔧 Внутренняя половина шкива привода наклонной камеры John Deere H223211.

Запчасть John Deere для ремонта и обслуживания техники. Используется в приводе или трансмиссионном узле, где важно совпадение посадочных размеров и каталожного номера.
Продаётся по каталожному номеру H223211. Перед заказом рекомендуем сверить номер с вашей старой деталью или каталогом техники.

📌 Основные данные:
• Артикул: H223211
• Бренд: John Deere
• Наименование: Внутренняя половина шкива привода наклонной камеры
• Узел: Детали системы обработки урожая / Детали наклонной камеры
• Раздел: Запчасти → Детали уборочной техники
• Вес: 14,545 кг
• Размеры: длина 152,4 мм; высота 360,68 мм
• Фото: 6 шт.

🚜 Применяемость по данным каталога: 9660, 9660 STS, 9670 STS, 9760 STS, 9770 STS, 9860 STS.

🚚 Работаем с юридическими лицами. Отправляем по России транспортными компаниями.
📲 Для уточнения срока поставки, совместимости и условий отгрузки напишите в сообщения Авито или позвоните.","94000","images/13/H223211_1.jpg","[""images/13/H223211_1.jpg"",""images/13/H223211_2.jpg"",""images/13/H223211_3.jpg"",""images/13/H223211_4.jpg"",""images/13/H223211_5.jpg"",""images/13/H223211_6.jpg""]"
"H234546","кулачок привода очистного стана John Deere H234546","🔧 Наружный правый кулачок привода очистного стана John Deere H234546.

Запчасть John Deere для ремонта и обслуживания техники. Используется в приводе или трансмиссионном узле, где важно совпадение посадочных размеров и каталожного номера.
Продаётся по каталожному номеру H234546. Перед заказом рекомендуем сверить номер с вашей старой деталью или каталогом техники.

📌 Основные данные:
• Артикул: H234546
• Бренд: John Deere
• Наименование: Наружный правый кулачок привода очистного стана
• Узел: Детали системы обработки урожая / Детали молотильно-сепарирующего устройства
• Раздел: Запчасти → Детали уборочной техники
• Вес: 1,066 кг
• Размеры: длина 43,18 мм; высота 101,6 мм
• Фото: 6 шт.

🚜 Применяемость по данным каталога: 9470 STS, 9560 STS, 9570 STS, 9650 STS, 9660 STS, 9670 STS.

🚚 Работаем с юридическими лицами. Отправляем по России транспортными компаниями.
📲 Для уточнения срока поставки, совместимости и условий отгрузки напишите в сообщения Авито или позвоните.","9800","images/12/H234546_1.jpg","[""images/12/H234546_1.jpg"",""images/12/H234546_2.jpg"",""images/12/H234546_3.jpg"",""images/12/H234546_4.jpg"",""images/12/H234546_5.jpg"",""images/12/H234546_6.jpg""]"
"H234547","кулачок привода очистного стана John Deere H234547","🔧 Наружный левый кулачок привода очистного стана John Deere H234547.

Запчасть John Deere для ремонта и обслуживания техники. Используется в приводе или трансмиссионном узле, где важно совпадение посадочных размеров и каталожного номера.
Продаётся по каталожному номеру H234547. Перед заказом рекомендуем сверить номер с вашей старой деталью или каталогом техники.

📌 Основные данные:
• Артикул: H234547
• Бренд: John Deere
• Наименование: Наружный левый кулачок привода очистного стана
• Узел: Детали системы обработки урожая / Детали очистного стана
• Раздел: Запчасти → Детали уборочной техники
• Вес: 1,107 кг
• Размеры: длина 43,18 мм; высота 101,6 мм
• Фото: 6 шт.

🚜 Применяемость по данным каталога: 9470 STS, 9560 STS, 9570 STS, 9650 STS, 9660 STS, 9670 STS.

🚚 Работаем с юридическими лицами. Отправляем по России транспортными компаниями.
📲 Для уточнения срока поставки, совместимости и условий отгрузки напишите в сообщения Авито или позвоните.","10300","images/12/H234547_1.jpg","[""images/12/H234547_1.jpg"",""images/12/H234547_2.jpg"",""images/12/H234547_3.jpg"",""images/12/H234547_4.jpg"",""images/12/H234547_5.jpg"",""images/12/H234547_6.jpg""]"
"HXE19303","Шлицевая переключающая John Deere HXE19303","🔧 Шлицевая переключающая ступица ведомого вала измельчителя John Deere HXE19303.

Запчасть John Deere для ремонта и обслуживания техники. Используется в приводе или трансмиссионном узле, где важно совпадение посадочных размеров и каталожного номера.
Продаётся по каталожному номеру HXE19303. Перед заказом рекомендуем сверить номер с вашей старой деталью или каталогом техники.

📌 Основные данные:
• Артикул: HXE19303
• Бренд: John Deere
• Наименование: Шлицевая переключающая ступица ведомого вала измельчителя
• Узел: Колеса, шины и гусеницы / Ступицы
• Раздел: Запчасти → Трансмиссия и мосты
• Вес: 0,398 кг
• Размеры: длина 30,48 мм; высота 85,09 мм
• Фото: 2 шт.

🚜 Применяемость по данным каталога: S650, S660, S660 КОМПЛЕКТЫ ТОЧНОГО ЗЕМЛЕДЕЛИЯ, S670, S670 КОМПЛЕКТЫ ТОЧНОГО ЗЕМЛЕДЕЛИЯ, S670H.

🚚 Работаем с юридическими лицами. Отправляем по России транспортными компаниями.
📲 Для уточнения срока поставки, совместимости и условий отгрузки напишите в сообщения Авито или позвоните.","15200","images/17/HXE19303_1.jpg","[""images/17/HXE19303_1.jpg"",""images/17/HXE19303_2.jpg""]"
"JD10269","Цилиндрический роликовый John Deere JD10269","🔧 Цилиндрический роликовый подшипник John Deere JD10269.

Запчасть John Deere для ремонта и обслуживания техники. Предназначена для ремонта гидравлического узла и восстановления нормальной работы системы.
Продаётся по каталожному номеру JD10269. Перед заказом рекомендуем сверить номер с вашей старой деталью или каталогом техники.

📌 Основные данные:
• Артикул: JD10269
• Бренд: John Deere
• Наименование: Цилиндрический роликовый подшипник
• Узел: Подшипники и втулки / Роликовые подшипники
• Раздел: Запчасти → Подшипники и втулки
• Вес: 0,145 кг
• Размеры: длина 15,24 мм; высота 93,98 мм
• Фото: 1 шт.

🚜 Применяемость по данным каталога: 6J-1704, 6J-1904, 6M 95, 6M 105, 6M 110, 6M 115.

🚚 Работаем с юридическими лицами. Отправляем по России транспортными компаниями.
📲 Для уточнения срока поставки, совместимости и условий отгрузки напишите в сообщения Авито или позвоните.","5500","images/23/JD10269_1.jpg","[""images/23/JD10269_1.jpg""]"
"JD7378","Конус роликового подшипника John Deere JD7378","🔧 Конус роликового подшипника John Deere JD7378.

Запчасть John Deere для ремонта и обслуживания техники. Подходит для замены изношенной опоры вращения или посадочного элемента.
Продаётся по каталожному номеру JD7378. Перед заказом рекомендуем сверить номер с вашей старой деталью или каталогом техники.

📌 Основные данные:
• Артикул: JD7378
• Бренд: John Deere
• Наименование: Конус роликового подшипника
• Узел: Подшипники и втулки / Детали подшипников
• Раздел: Запчасти → Подшипники и втулки
• Вес: 0,717 кг
• Размеры: длина 30,48 мм; высота 104,14 мм
• Фото: 7 шт.

🚜 Применяемость по данным каталога: 6J-1704, 6J-1904, 6M 95, 6M 105, 6M 110, 6M 115.

🚚 Работаем с юридическими лицами. Отправляем по России транспортными компаниями.
📲 Для уточнения срока поставки, совместимости и условий отгрузки напишите в сообщения Авито или позвоните.","8900","images/23/JD7378_1.jpg","[""images/23/JD7378_1.jpg"",""images/23/JD7378_2.jpg"",""images/23/JD7378_3.jpg"",""images/23/JD7378_4.jpg"",""images/23/JD7378_5.jpg"",""images/23/JD7378_6.jpg"",""images/23/JD7378_7.jpg""]"
"JD7446","Наружное кольцо конического John Deere JD7446","🔧 Наружное кольцо конического роликового подшипника John Deere JD7446.

Запчасть John Deere для ремонта и обслуживания техники. Подходит для ремонта узла при износе уплотнений, появлении подтеканий или плановом обслуживании.
Продаётся по каталожному номеру JD7446. Перед заказом рекомендуем сверить номер с вашей старой деталью или каталогом техники.

📌 Основные данные:
• Артикул: JD7446
• Бренд: John Deere
• Наименование: Наружное кольцо конического роликового подшипника
• Узел: Подшипники и втулки / Детали подшипников
• Раздел: Запчасти → Подшипники и втулки
• Вес: 0,34 кг
• Размеры: длина 25,4 мм; высота 114,3 мм
• Фото: 5 шт.

🚜 Применяемость по данным каталога: 7R 210, 7R 230, 7R 250, 7R 270, 7R 290, 7R 310.

🚚 Работаем с юридическими лицами. Отправляем по России транспортными компаниями.
📲 Для уточнения срока поставки, совместимости и условий отгрузки напишите в сообщения Авито или позвоните.","4980","images/23/JD7446_1.jpg","[""images/23/JD7446_1.jpg"",""images/23/JD7446_2.jpg"",""images/23/JD7446_3.jpg"",""images/23/JD7446_4.jpg"",""images/23/JD7446_5.jpg""]"
"JD8130","Внутреннее кольцо конического John Deere JD8130","🔧 Внутреннее кольцо конического роликового подшипника John Deere JD8130.

Запчасть John Deere для ремонта и обслуживания техники. Подходит для ремонта узла при износе уплотнений, появлении подтеканий или плановом обслуживании.
Продаётся по каталожному номеру JD8130. Перед заказом рекомендуем сверить номер с вашей старой деталью или каталогом техники.

📌 Основные данные:
• Артикул: JD8130
• Бренд: John Deere
• Наименование: Внутреннее кольцо конического роликового подшипника
• Узел: Подшипники и втулки / Детали подшипников
• Раздел: Запчасти → Подшипники и втулки
• Вес: 0,807 кг
• Размеры: длина 30,48 мм; высота 99,06 мм
• Фото: 7 шт.

🚜 Применяемость по данным каталога: 7R 210, 7R 230, 7R 250, 7R 270, 7R 290, 7R 310.

🚚 Работаем с юридическими лицами. Отправляем по России транспортными компаниями.
📲 Для уточнения срока поставки, совместимости и условий отгрузки напишите в сообщения Авито или позвоните.","11800","images/23/JD8130_1.jpg","[""images/23/JD8130_1.jpg"",""images/23/JD8130_2.jpg"",""images/23/JD8130_3.jpg"",""images/23/JD8130_4.jpg"",""images/23/JD8130_5.jpg"",""images/23/JD8130_6.jpg"",""images/23/JD8130_7.jpg""]"
"JD8138","Внутреннее кольцо конического John Deere JD8138","🔧 Внутреннее кольцо конического роликового подшипника John Deere JD8138.

Запчасть John Deere для ремонта и обслуживания техники. Подходит для ремонта узла при износе уплотнений, появлении подтеканий или плановом обслуживании.
Продаётся по каталожному номеру JD8138. Перед заказом рекомендуем сверить номер с вашей старой деталью или каталогом техники.

📌 Основные данные:
• Артикул: JD8138
• Бренд: John Deere
• Наименование: Внутреннее кольцо конического роликового подшипника
• Узел: Подшипники и втулки / Детали подшипников
• Раздел: Запчасти → Подшипники и втулки
• Вес: 0,862 кг
• Размеры: длина 30,48 мм; высота 99,06 мм
• Фото: 5 шт.

🚜 Применяемость по данным каталога: 8R 230, 8R 250, 8R 280, 8R 310, 8R 340, 8R 370.

🚚 Работаем с юридическими лицами. Отправляем по России транспортными компаниями.
📲 Для уточнения срока поставки, совместимости и условий отгрузки напишите в сообщения Авито или позвоните.","10500","images/23/JD8138_1.jpg","[""images/23/JD8138_1.jpg"",""images/23/JD8138_2.jpg"",""images/23/JD8138_3.jpg"",""images/23/JD8138_4.jpg"",""images/23/JD8138_5.jpg""]"
"JD8191","Конус роликового подшипника John Deere JD8191","🔧 Конус роликового подшипника John Deere JD8191.

Запчасть John Deere для ремонта и обслуживания техники. Подходит для замены изношенной опоры вращения или посадочного элемента.
Продаётся по каталожному номеру JD8191. Перед заказом рекомендуем сверить номер с вашей старой деталью или каталогом техники.

📌 Основные данные:
• Артикул: JD8191
• Бренд: John Deere
• Наименование: Конус роликового подшипника
• Узел: Подшипники и втулки / Детали подшипников
• Раздел: Запчасти → Подшипники и втулки
• Вес: 0,973 кг
• Размеры: длина 35,56 мм; высота 127 мм
• Фото: 7 шт.

🚜 Применяемость по данным каталога: 6J-1704, 6J-1904, 6M 95, 6M 105, 6M 110, 6M 115.

🚚 Работаем с юридическими лицами. Отправляем по России транспортными компаниями.
📲 Для уточнения срока поставки, совместимости и условий отгрузки напишите в сообщения Авито или позвоните.","11700","images/23/JD8191_1.jpg","[""images/23/JD8191_1.jpg"",""images/23/JD8191_2.jpg"",""images/23/JD8191_3.jpg"",""images/23/JD8191_4.jpg"",""images/23/JD8191_5.jpg"",""images/23/JD8191_6.jpg"",""images/23/JD8191_7.jpg""]"
"JD8248","Наружное кольцо подшипника John Deere JD8248","🔧 Наружное кольцо подшипника John Deere JD8248.

Запчасть John Deere для ремонта и обслуживания техники. Подходит для ремонта узла при износе уплотнений, появлении подтеканий или плановом обслуживании.
Продаётся по каталожному номеру JD8248. Перед заказом рекомендуем сверить номер с вашей старой деталью или каталогом техники.

📌 Основные данные:
• Артикул: JD8248
• Бренд: John Deere
• Наименование: Наружное кольцо подшипника
• Узел: Подшипники и втулки / Детали подшипников
• Раздел: Запчасти → Подшипники и втулки
• Вес: 1,034 кг
• Размеры: длина 30,48 мм; высота 152,4 мм
• Фото: 5 шт.

🚜 Применяемость по данным каталога: 6J-1704, 6J-1904, 6M 95, 6M 105, 6M 110, 6M 115.

🚚 Работаем с юридическими лицами. Отправляем по России транспортными компаниями.
📲 Для уточнения срока поставки, совместимости и условий отгрузки напишите в сообщения Авито или позвоните.","9990","images/23/JD8248_1.jpg","[""images/23/JD8248_1.jpg"",""images/23/JD8248_2.jpg"",""images/23/JD8248_3.jpg"",""images/23/JD8248_4.jpg"",""images/23/JD8248_5.jpg""]"
"JD8951","Внутреннее кольцо конического John Deere JD8951","🔧 Внутреннее кольцо конического роликового подшипника John Deere JD8951.

Запчасть John Deere для ремонта и обслуживания техники. Подходит для ремонта узла при износе уплотнений, появлении подтеканий или плановом обслуживании.
Продаётся по каталожному номеру JD8951. Перед заказом рекомендуем сверить номер с вашей старой деталью или каталогом техники.

📌 Основные данные:
• Артикул: JD8951
• Бренд: John Deere
• Наименование: Внутреннее кольцо конического роликового подшипника
• Узел: Подшипники и втулки / Детали подшипников
• Раздел: Запчасти → Подшипники и втулки
• Вес: 1,728 кг
• Размеры: длина 38,1 мм; высота 143,51 мм
• Фото: 7 шт.

🚜 Применяемость по данным каталога: 6J-1704, 6J-1904, 6M 95, 6M 105, 6M 110, 6M 115.

🚚 Работаем с юридическими лицами. Отправляем по России транспортными компаниями.
📲 Для уточнения срока поставки, совместимости и условий отгрузки напишите в сообщения Авито или позвоните.","20200","images/23/JD8951_1.jpg","[""images/23/JD8951_1.jpg"",""images/23/JD8951_2.jpg"",""images/23/JD8951_3.jpg"",""images/23/JD8951_4.jpg"",""images/23/JD8951_5.jpg"",""images/23/JD8951_6.jpg"",""images/23/JD8951_7.jpg""]"
"JD9021","Наружное кольцо подшипника John Deere JD9021","🔧 Наружное кольцо подшипника John Deere JD9021.

Запчасть John Deere для ремонта и обслуживания техники. Подходит для ремонта узла при износе уплотнений, появлении подтеканий или плановом обслуживании.
Продаётся по каталожному номеру JD9021. Перед заказом рекомендуем сверить номер с вашей старой деталью или каталогом техники.

📌 Основные данные:
• Артикул: JD9021
• Бренд: John Deere
• Наименование: Наружное кольцо подшипника
• Узел: Подшипники и втулки / Детали подшипников
• Раздел: Запчасти → Подшипники и втулки
• Вес: 0,621 кг
• Размеры: длина 33,02 мм; высота 124,46 мм
• Фото: 7 шт.

🚜 Применяемость по данным каталога: 8R 230, 8R 250, 8R 280, 8R 310, 8R 340, 8R 370.

🚚 Работаем с юридическими лицами. Отправляем по России транспортными компаниями.
📲 Для уточнения срока поставки, совместимости и условий отгрузки напишите в сообщения Авито или позвоните.","7200","images/23/JD9021_1.jpg","[""images/23/JD9021_1.jpg"",""images/23/JD9021_2.jpg"",""images/23/JD9021_3.jpg"",""images/23/JD9021_4.jpg"",""images/23/JD9021_5.jpg"",""images/23/JD9021_6.jpg"",""images/23/JD9021_7.jpg""]"
"JD9036","Внутреннее кольцо конического John Deere JD9036","🔧 Внутреннее кольцо конического роликового подшипника John Deere JD9036.

Запчасть John Deere для ремонта и обслуживания техники. Подходит для ремонта узла при износе уплотнений, появлении подтеканий или плановом обслуживании.
Продаётся по каталожному номеру JD9036. Перед заказом рекомендуем сверить номер с вашей старой деталью или каталогом техники.

📌 Основные данные:
• Артикул: JD9036
• Бренд: John Deere
• Наименование: Внутреннее кольцо конического роликового подшипника
• Узел: Подшипники и втулки / Детали подшипников
• Раздел: Запчасти → Подшипники и втулки
• Вес: 1,474 кг
• Размеры: длина 40,64 мм; высота 114,3 мм
• Фото: 5 шт.

🚜 Применяемость по данным каталога: 8R 230, 8R 250, 8R 280, 8R 310, 8R 340, 8R 370.

🚚 Работаем с юридическими лицами. Отправляем по России транспортными компаниями.
📲 Для уточнения срока поставки, совместимости и условий отгрузки напишите в сообщения Авито или позвоните.","12800","images/23/JD9036_1.jpg","[""images/23/JD9036_1.jpg"",""images/23/JD9036_2.jpg"",""images/23/JD9036_3.jpg"",""images/23/JD9036_4.jpg"",""images/23/JD9036_5.jpg""]"
"KXE10255","Комплект зубчатых ножей John Deere KXE10255","🔧 Комплект зубчатых ножей ротора измельчителя (8 крыльчатых ножей) John Deere KXE10255.

Запчасть John Deere для ремонта и обслуживания техники. Используется при замене изношенной детали в соответствующем узле техники.
Продаётся по каталожному номеру KXE10255. Перед заказом рекомендуем сверить номер с вашей старой деталью или каталогом техники.

📌 Основные данные:
• Артикул: KXE10255
• Бренд: John Deere
• Наименование: Комплект зубчатых ножей ротора измельчителя (8 крыльчатых ножей)
• Узел: Система измельчения растительных остатков / Детали разбрасывателя соломы
• Раздел: Запчасти → Детали уборочной техники
• Вес: 3,674 кг
• Размеры: длина 340,36 мм; ширина 106,68 мм; высота 99,06 мм
• Фото: 4 шт.

🚜 Применяемость по данным каталога: S650, S660, S660 КОМПЛЕКТЫ ТОЧНОГО ЗЕМЛЕДЕЛИЯ, S670, S670 КОМПЛЕКТЫ ТОЧНОГО ЗЕМЛЕДЕЛИЯ, S670H.

🚚 Работаем с юридическими лицами. Отправляем по России транспортными компаниями.
📲 Для уточнения срока поставки, совместимости и условий отгрузки напишите в сообщения Авито или позвоните.","8200","images/12/KXE10255_1.jpg","[""images/12/KXE10255_1.jpg"",""images/12/KXE10255_2.jpg"",""images/12/KXE10255_3.jpg"",""images/12/KXE10255_4.jpg""]"
"L158185","Палец крепления нижней тяги John Deere L158185","🔧 Палец крепления нижней тяги John Deere L158185.

Запчасть John Deere для ремонта и обслуживания техники. Применяется как крепёжный или опорный элемент в соответствующем узле техники.
Продаётся по каталожному номеру L158185. Перед заказом рекомендуем сверить номер с вашей старой деталью или каталогом техники.

📌 Основные данные:
• Артикул: L158185
• Бренд: John Deere
• Наименование: Палец крепления нижней тяги
• Узел: Крепеж / Пальцы
• Раздел: Запчасти → Крепёж
• Вес: 0,581 кг
• Размеры: длина 116,84 мм; ширина 73,66 мм; высота 39,37 мм
• Фото: 5 шт.

🚜 Применяемость по данным каталога: 6A-1104, 6B-954, 6B-1404, 6BH 110, 6E-1004, 6E-1204.

🚚 Работаем с юридическими лицами. Отправляем по России транспортными компаниями.
📲 Для уточнения срока поставки, совместимости и условий отгрузки напишите в сообщения Авито или позвоните.","3200","images/06/L158185_1.jpg","[""images/06/L158185_1.jpg"",""images/06/L158185_2.jpg"",""images/06/L158185_3.jpg"",""images/06/L158185_4.jpg"",""images/06/L158185_5.jpg""]"
"L166299","Водило шестерни планетарной John Deere L166299","🔧 Водило шестерни планетарного привода John Deere L166299.

Запчасть John Deere для ремонта и обслуживания техники. Используется в приводе или трансмиссионном узле, где важно совпадение посадочных размеров и каталожного номера.
Продаётся по каталожному номеру L166299. Перед заказом рекомендуем сверить номер с вашей старой деталью или каталогом техники.

📌 Основные данные:
• Артикул: L166299
• Бренд: John Deere
• Наименование: Водило шестерни планетарного привода
• Узел: Трансмиссия / Детали планетарной передачи
• Раздел: Запчасти → Трансмиссия и мосты
• Вес: 11,786 кг
• Размеры: длина 111,76 мм; высота 312,42 мм
• Фото: 1 шт.

🚜 Применяемость по данным каталога: 6B-1404, 6E-1204, 6E-1504L, 6E-1504PL, 1354, 1404.

🚚 Работаем с юридическими лицами. Отправляем по России транспортными компаниями.
📲 Для уточнения срока поставки, совместимости и условий отгрузки напишите в сообщения Авито или позвоните.","96000","images/24/L166299_1.jpg","[""images/24/L166299_1.jpg""]"
"L168957","Шланг системы охлаждения John Deere L168957","🔧 Шланг системы охлаждения John Deere L168957.

Запчасть John Deere для ремонта и обслуживания техники. Предназначена для ремонта гидравлического узла и восстановления нормальной работы системы.
Продаётся по каталожному номеру L168957. Перед заказом рекомендуем сверить номер с вашей старой деталью или каталогом техники.

📌 Основные данные:
• Артикул: L168957
• Бренд: John Deere
• Наименование: Шланг системы охлаждения
• Узел: Гидравлическая система / Трубопроводы и шланги
• Раздел: Запчасти → Гидравлика
• Вес: 0,236 кг
• Размеры: длина 1041,4 мм; высота 25,4 мм
• Фото: 3 шт.

🚜 Применяемость по данным каталога: 6J-1704, 6J-1904, 1854, 1854J, 2054, 4630.

🚚 Работаем с юридическими лицами. Отправляем по России транспортными компаниями.
📲 Для уточнения срока поставки, совместимости и условий отгрузки напишите в сообщения Авито или позвоните.","4900","images/08/L168957_1.jpg","[""images/08/L168957_1.jpg"",""images/08/L168957_2.jpg"",""images/08/L168957_3.jpg""]"
"L168960","Шланг John Deere L168960","🔧 Шланг John Deere L168960.

Запчасть John Deere для ремонта и обслуживания техники. Предназначена для ремонта гидравлического узла и восстановления нормальной работы системы.
Продаётся по каталожному номеру L168960. Перед заказом рекомендуем сверить номер с вашей старой деталью или каталогом техники.

📌 Основные данные:
• Артикул: L168960
• Бренд: John Deere
• Наименование: Шланг
• Узел: Гидравлическая система / Трубопроводы и шланги
• Раздел: Запчасти → Гидравлика
• Вес: 0,195 кг
• Размеры: длина 787,4 мм; высота 22,86 мм
• Фото: 1 шт.

🚜 Применяемость по данным каталога: 6J-1704, 6J-1904, 1854, 1854J, 2054, 4630.

🚚 Работаем с юридическими лицами. Отправляем по России транспортными компаниями.
📲 Для уточнения срока поставки, совместимости и условий отгрузки напишите в сообщения Авито или позвоните.","3100","images/03/L168960_1.jpg","[""images/03/L168960_1.jpg""]"
"L171302","Воздухозаборный шланг John Deere L171302","🔧 Воздухозаборный шланг John Deere L171302.

Запчасть John Deere для ремонта и обслуживания техники. Предназначена для ремонта гидравлического узла и восстановления нормальной работы системы.
Продаётся по каталожному номеру L171302. Перед заказом рекомендуем сверить номер с вашей старой деталью или каталогом техники.

📌 Основные данные:
• Артикул: L171302
• Бренд: John Deere
• Наименование: Воздухозаборный шланг
• Узел: Гидравлическая система / Трубопроводы и шланги
• Раздел: Запчасти → Гидравлика
• Вес: 0,245 кг
• Размеры: длина 254 мм; ширина 177,8 мм; высота 58,42 мм
• Фото: 4 шт.

🚜 Применяемость по данным каталога: 6J-1704, 6J-1904, 1854, 2054, 4630, 6165J.

🚚 Работаем с юридическими лицами. Отправляем по России транспортными компаниями.
📲 Для уточнения срока поставки, совместимости и условий отгрузки напишите в сообщения Авито или позвоните.","5100","images/09/L171302_1.jpg","[""images/09/L171302_1.jpg"",""images/09/L171302_2.jpg"",""images/09/L171302_3.jpg"",""images/09/L171302_4.jpg""]"
"L171312","Формованный патрубок радиатора John Deere L171312","🔧 Формованный патрубок радиатора John Deere L171312.

Запчасть John Deere для ремонта и обслуживания техники. Используется при замене изношенной детали в соответствующем узле техники.
Продаётся по каталожному номеру L171312. Перед заказом рекомендуем сверить номер с вашей старой деталью или каталогом техники.

📌 Основные данные:
• Артикул: L171312
• Бренд: John Deere
• Наименование: Формованный патрубок радиатора
• Узел: Навесное оборудование двигателя / Радиаторы и охладители
• Раздел: Запчасти → Система охлаждения и впуск
• Вес: 0,227 кг
• Размеры: длина 482,6 мм; ширина 403,86 мм; высота 27,94 мм
• Фото: 4 шт.

🚜 Применяемость по данным каталога: 6J-1704, 6J-1904, 1854, 1854J, 2054, 4630.

🚚 Работаем с юридическими лицами. Отправляем по России транспортными компаниями.
📲 Для уточнения срока поставки, совместимости и условий отгрузки напишите в сообщения Авито или позвоните.","3100","images/09/L171312_1.jpg","[""images/09/L171312_1.jpg"",""images/09/L171312_2.jpg"",""images/09/L171312_3.jpg"",""images/09/L171312_4.jpg""]"
"L171313","Формованный патрубок радиатора John Deere L171313","🔧 Формованный патрубок радиатора John Deere L171313.

Запчасть John Deere для ремонта и обслуживания техники. Подбирается по каталожному номеру для ремонта техники John Deere.
Продаётся по каталожному номеру L171313. Перед заказом рекомендуем сверить номер с вашей старой деталью или каталогом техники.

📌 Основные данные:
• Артикул: L171313
• Бренд: John Deere
• Наименование: Формованный патрубок радиатора
• Узел: Навесное оборудование двигателя / Радиаторы и охладители
• Раздел: Запчасти → Система охлаждения и впуск
• Вес: 0,064 кг
• Размеры: длина 246,38 мм; ширина 58,42 мм; высота 40,64 мм
• Фото: 3 шт.

🚜 Применяемость по данным каталога: 6J-1704, 6J-1904, 1854, 1854J, 2054, 4630.

🚚 Работаем с юридическими лицами. Отправляем по России транспортными компаниями.
📲 Для уточнения срока поставки, совместимости и условий отгрузки напишите в сообщения Авито или позвоните.","2300","images/09/L171313_1.jpg","[""images/09/L171313_1.jpg"",""images/09/L171313_2.jpg"",""images/09/L171313_3.jpg""]"
"L171314","Формованный патрубок радиатора John Deere L171314","🔧 Формованный патрубок радиатора John Deere L171314.

Запчасть John Deere для ремонта и обслуживания техники. Подходит для ремонта и обслуживания техники John Deere.
Продаётся по каталожному номеру L171314. Перед заказом рекомендуем сверить номер с вашей старой деталью или каталогом техники.

📌 Основные данные:
• Артикул: L171314
• Бренд: John Deere
• Наименование: Формованный патрубок радиатора
• Узел: Навесное оборудование двигателя / Радиаторы и охладители
• Раздел: Запчасти → Система охлаждения и впуск
• Вес: 0,073 кг
• Размеры: длина 220,98 мм; ширина 190,5 мм; высота 44,45 мм
• Фото: 4 шт.

🚜 Применяемость по данным каталога: 6J-1704, 6J-1904, 1854, 1854J, 2054, 4630.

🚚 Работаем с юридическими лицами. Отправляем по России транспортными компаниями.
📲 Для уточнения срока поставки, совместимости и условий отгрузки напишите в сообщения Авито или позвоните.","2300","images/09/L171314_1.jpg","[""images/09/L171314_1.jpg"",""images/09/L171314_2.jpg"",""images/09/L171314_3.jpg"",""images/09/L171314_4.jpg""]"
"L171908","Шланг масляного радиатора John Deere L171908","🔧 Шланг масляного радиатора John Deere L171908.

Запчасть John Deere для ремонта и обслуживания техники. Предназначена для ремонта гидравлического узла и восстановления нормальной работы системы.
Продаётся по каталожному номеру L171908. Перед заказом рекомендуем сверить номер с вашей старой деталью или каталогом техники.

📌 Основные данные:
• Артикул: L171908
• Бренд: John Deere
• Наименование: Шланг масляного радиатора
• Узел: Гидравлическая система / Трубопроводы и шланги
• Раздел: Запчасти → Гидравлика
• Вес: 0,15 кг
• Размеры: длина 571,5 мм; высота 21,59 мм
• Фото: 4 шт.

🚜 Применяемость по данным каталога: 6J-1704, 6J-1904, 1854, 1854J, 2054, 6105M.

🚚 Работаем с юридическими лицами. Отправляем по России транспортными компаниями.
📲 Для уточнения срока поставки, совместимости и условий отгрузки напишите в сообщения Авито или позвоните.","2980","images/08/L171908_1.jpg","[""images/08/L171908_1.jpg"",""images/08/L171908_2.jpg"",""images/08/L171908_3.jpg"",""images/08/L171908_4.jpg""]"
"L171926","Шланг масляного радиатора John Deere L171926","🔧 Шланг масляного радиатора John Deere L171926.

Запчасть John Deere для ремонта и обслуживания техники. Предназначена для ремонта гидравлического узла и восстановления нормальной работы системы.
Продаётся по каталожному номеру L171926. Перед заказом рекомендуем сверить номер с вашей старой деталью или каталогом техники.

📌 Основные данные:
• Артикул: L171926
• Бренд: John Deere
• Наименование: Шланг масляного радиатора
• Узел: Гидравлическая система / Трубопроводы и шланги
• Раздел: Запчасти → Гидравлика
• Вес: 0,195 кг
• Размеры: длина 878,84 мм; высота 22,86 мм
• Фото: 4 шт.

🚜 Применяемость по данным каталога: 6J-1704, 6J-1904, 1854, 1854J, 2054, 6105M.

🚚 Работаем с юридическими лицами. Отправляем по России транспортными компаниями.
📲 Для уточнения срока поставки, совместимости и условий отгрузки напишите в сообщения Авито или позвоните.","3700","images/08/L171926_1.jpg","[""images/08/L171926_1.jpg"",""images/08/L171926_2.jpg"",""images/08/L171926_3.jpg"",""images/08/L171926_4.jpg""]"
